Symbol,Company Name,Sector,Industry,Market Cap,Net Profit (Cr),ROCE (%),ROE (%),Debt to Equity,Latest Quarter Profit (Cr),Last 3Q Profits (Cr),Public Holding (%),Is Bank/Finance,Is PSU,Passes Criteria,Screening Date
POWERINDIA,Hitachi Energy India Limited,Industrials,Electrical Equipment & Parts,723231113216,383.98,6.58,23.96,0.0184,131.6,"183.89, 137.38, 52.29",28.45,False,False,False,2026-01-16
IDFCFIRSTB,IDFC First Bank Limited,Financial Services,Banks - Regional,720313647104,1490.35,0.41,3.44,0.0,453.47,"295.6, 340.17, 211.94",48.53,True,False,False,2026-01-16
BANKINDIA,Bank of India Limited,Financial Services,Banks - Regional,716316737536,9548.28,0.92,12.23,0.0,1829.56,"2601.97, 2636.7, 2421.29",17.05,True,False,True,2026-01-16
RVNL,Rail Vikas Nigam Limited,Industrials,Engineering & Construction,700338405376,1281.39,2.91,12.38,0.5211,230.29,"134.53, 459.14, 311.44",27.27,False,False,False,2026-01-16
ALKEM,Alkem Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,697841090560,2165.48,8.11,18.74,0.1706,765.06,"664.26, 305.86, 625.82",32.75,False,False,False,2026-01-16
BHARATFORG,Bharat Forge Limited,Consumer Cyclical,Auto Parts,696766365696,941.15,5.74,13.02,0.7138,299.2,"283.68, 282.0, 212.76",53.62,False,True,False,2026-01-16
IOB,Indian Overseas Bank,Financial Services,Banks - Regional,695162437632,3395.5,1.09,14.13,0.0,1427.16,"1178.45, 1091.95, 875.27",7.28,True,True,True,2026-01-16
OFSS,Oracle Financial Services Software Limited,Technology,Software - Infrastructure,692917370880,2379.6,20.43,32.89,0.0046,641.9,"643.9, 541.3, 577.7",27.28,False,False,True,2026-01-16
COROMANDEL,Coromandel International Limited,Basic Materials,Agricultural Inputs,685710508032,2066.46,8.35,20.78,0.116,505.01,"579.67, 511.77, 664.05",40.07,False,True,False,2026-01-16
TORNTPOWER,Torrent Power Limited,Utilities,Utilities - Independent Power Producers,684149833728,2988.5,6.25,18.31,0.5372,723.71,"731.44, 1059.57, 475.66",31.69,False,False,False,2026-01-16
UNOMINDA,Uno Minda Limited,Consumer Cyclical,Auto Parts,683229052928,942.95,7.49,19.13,0.4314,303.99,"290.7, 266.81, 232.56",31.5,False,False,False,2026-01-16
AUROPHARMA,Aurobindo Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,681106014208,3485.88,6.31,10.38,0.2225,824.75,"903.47, 845.81, 817.38",48.02,False,False,False,2026-01-16
FORTIS,Fortis Healthcare Limited,Healthcare,Medical Care Facilities,676782211072,774.22,6.3,11.27,0.3296,321.92,"260.28, 183.9, 247.9",64.82,False,False,False,2026-01-16
GVT&D,GE Vernova T&D India Ltd,Industrials,Specialty Industrial Machinery,671174754304,608.33,14.58,53.13,0.0146,291.2,"186.49, 142.68, 144.62",48.24,False,False,False,2026-01-16
JSL,Jindal Stainless Limited,Basic Materials,Steel,670056775680,2505.2,6.52,16.47,0.379,806.94,"714.16, 590.99, 654.84",42.82,False,False,False,2026-01-16
LLOYDSME,Lloyds Metals and Energy Limited,Basic Materials,Steel,668481552384,1449.93,11.06,25.82,1.0005,572.36,"641.59, 201.84, 389.29",16.2,False,False,False,2026-01-16
UPL,UPL Limited,Basic Materials,Agricultural Inputs,667229224960,897.0,4.26,6.83,0.7961,88.0,"896.0, 828.0, 443.0",74.19,False,False,False,2026-01-16
PHOENIXLTD,The Phoenix Mills Limited,Real Estate,Real Estate - Diversified,664846991360,984.23,5.79,10.1,0.3366,240.69,"268.82, 264.76, 218.1",52.04,False,False,False,2026-01-16
FEDERALBNK,The Federal Bank Limited,Financial Services,Banks - Regional,664602345472,4158.85,1.13,11.45,0.0,918.32,"1090.94, 944.15, 1096.25",92.87,True,False,True,2026-01-16
SUZLON,Suzlon Energy Limited,Industrials,Specialty Industrial Machinery,664396365824,2071.63,10.78,50.54,0.0505,324.32,"1182.22, 386.92, 200.2",71.76,False,False,False,2026-01-16
NATIONALUM,National Aluminium Company Limited,Basic Materials,Aluminum,664374476800,5267.94,21.42,34.46,0.0028,1429.94,"1049.48, 2067.23, 1566.32",48.66,False,True,True,2026-01-16
PRESTIGE,Prestige Estates Projects Limited,Real Estate,Real Estate - Diversified,656088301568,467.5,2.16,5.05,0.8929,430.3,"292.5, 25.0, 17.7",35.92,False,False,False,2026-01-16
DIXON,Dixon Technologies (India) Limited,Technology,Consumer Electronics,649432662016,1095.54,5.34,47.03,0.2966,224.97,"400.82, 171.19, 389.85",55.23,False,False,False,2026-01-16
HDBFS,HDBFS,Financial Services,Credit Services,634171293696,2175.92,1.99,12.58,4.6827,0.0,N/A,24.65,True,False,True,2026-01-16
GICRE,General Insurance Corporation of India,Financial Services,Insurance - Reinsurance,631671685120,7431.85,3.39,10.28,0.0,2873.54,"2530.59, 2498.86, 1676.62",17.6,True,False,True,2026-01-16
MCX,Multi Commodity Exchange of India Limited,Financial Services,Financial Data & Stock Exchanges,622541471744,560.04,11.29,25.02,0.0002,203.19,"135.46, 160.04",85.03,True,False,False,2026-01-16
SAIL,Steel Authority of India Limited,Basic Materials,Steel,617985867776,2371.82,2.39,4.41,0.5776,744.58,"1251.0, 141.89, 897.15",35.03,False,False,False,2026-01-16
BIOCON,Biocon Limited,Healthcare,Biotechnology,611621142528,1013.3,1.79,2.55,0.5002,84.5,"31.4, 344.5, 25.1",40.24,False,True,False,2026-01-16
MRF,MRF Limited,Consumer Cyclical,Auto Parts,606005428224,1869.29,5.26,9.99,0.1868,525.64,"500.47, 512.11, 315.46",58.07,False,False,False,2026-01-16
BERGEPAINT,Berger Paints India Limited,Basic Materials,Specialty Chemicals,605973839872,1180.4,9.71,18.17,0.1108,314.63,"262.05, 295.13, 269.66",9.12,False,False,False,2026-01-16
OBEROIRLTY,Oberoi Realty Limited,Real Estate,Real Estate - Development,605541105664,2225.51,8.21,14.16,0.1808,421.25,"433.17, 618.38, 589.44",32.01,False,False,False,2026-01-16
VMM,VMM,Consumer Cyclical,Department Stores,605340762112,631.97,6.54,11.51,0.2712,152.31,"206.07, 115.11, 262.72",42.51,False,False,False,2026-01-16
ATGL,Adani Total Gas Limited,Utilities,Utilities - Regulated Gas,601639485440,654.41,7.22,14.86,0.4451,165.24,"154.59, 142.38, 185.6",20.18,False,False,False,2026-01-16
SCHAEFFLER,Schaeffler India Limited,Consumer Cyclical,Auto Parts,599518347264,938.86,0.0,0.0,0.0101,287.11,"251.62, 237.28, 236.41",25.71,False,False,False,2026-01-16
ABBOTINDIA,Abbott India Limited,Healthcare,Drug Manufacturers - Specialty & Generic,589774389248,1414.44,20.24,40.07,0.0455,415.27,"365.86, 367.04, 360.78",24.5,False,False,True,2026-01-16
LAURUSLABS,Laurus Labs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,581317558272,358.32,7.15,15.02,0.4483,163.02,"233.67, 92.3, 19.84",67.22,False,False,False,2026-01-16
COFORGE,Coforge Limited,Technology,Information Technology Services,580392910848,812.1,8.26,15.03,0.1089,317.4,"261.2, 215.5, 202.1",99.22,False,False,False,2026-01-16
COLPAL,Colgate-Palmolive (India) Limited,Consumer Defensive,Household & Personal Products,572475375616,1436.81,33.48,81.97,0.0379,320.62,"355.0, 322.78, 395.05",48.57,False,False,True,2026-01-16
MFSL,Max Financial Services Limited,Financial Services,Insurance - Life,570026098688,327.23,0.0,0.0,0.2245,4.12,"69.64, 31.34, 56.04",74.13,True,False,False,2026-01-16
GODREJPROP,Godrej Properties Limited,Real Estate,Real Estate - Development,568978767872,1399.89,-0.75,10.36,0.8789,600.12,"381.99, 162.64, 335.21",39.77,False,False,False,2026-01-16
PATANJALI,Patanjali Foods Limited,Consumer Defensive,Packaged Foods,568171954176,1300.71,6.74,12.43,0.239,180.36,"358.52, 370.88, 308.58",31.55,False,False,False,2026-01-16
GLENMARK,Glenmark Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,564793311232,1047.1,13.23,11.2,0.1278,610.35,"46.87, 4.65, 347.96",50.14,False,False,False,2026-01-16
NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,Asset Management,562761236480,1286.39,23.29,31.59,0.0194,396.12,"298.6, 295.36, 360.1",27.46,True,False,True,2026-01-16
SUNDARMFIN,Sundaram Finance Limited,Financial Services,Credit Services,560157753344,1879.44,2.6,14.27,3.7704,475.21,"552.97, 455.47, 436.15",64.77,True,False,True,2026-01-16
BDL,Bharat Dynamics Limited,Industrials,Aerospace & Defense,555855380480,549.65,2.62,16.46,0.0003,215.88,"18.35, 272.77, 147.13",25.07,False,True,False,2026-01-16
MPHASIS,Mphasis Limited,Technology,Information Technology Services,549431083008,1702.14,9.54,19.52,0.2057,441.7,"446.49, 427.81, 423.33",68.87,False,False,False,2026-01-16
HINDCOPPER,Hindustan Copper Limited,Basic Materials,Copper,543145164800,465.12,12.89,21.08,0.0478,183.79,"134.25, 187.18, 62.87",34.03,False,False,False,2026-01-16
FACT,The Fertilisers and Chemicals Travancore Limited,Basic Materials,Agricultural Inputs,539463942144,41.23,1.5,7.75,2.7899,4.28,"70.72, 8.0, 11.18",10.0,False,False,False,2026-01-16
APLAPOLLO,APL Apollo Tubes Limited,Basic Materials,Steel,538934935552,757.06,11.0,24.81,0.1553,237.17,"293.11, 216.97, 53.81",63.98,False,False,False,2026-01-16
JSWINFRA,JSW Infrastructure Limited,Industrials,Marine Shipping,536376279040,1503.08,7.25,16.32,0.4827,384.68,"509.37, 329.76, 371.51",13.06,False,False,False,2026-01-16
AIIL,Authum Investment & Infrastructure Limited,Financial Services,Capital Markets,536031133696,4241.41,23.56,27.51,0.2029,766.87,"942.99, 1762.6, 539.41",19.53,True,False,True,2026-01-16
LINDEINDIA,Linde India Limited,Basic Materials,Specialty Chemicals,520319041536,454.84,7.98,13.53,0.0169,107.19,"118.41, 116.32, 106.42",21.6,False,False,False,2026-01-16
MAHABANK,Bank of Maharashtra,Financial Services,Banks - Regional,511719145472,5541.78,1.79,21.17,0.0,1798.99,"1504.37, 1502.32, 1411.6",26.4,True,False,True,2026-01-16
MOTILALOFS,Motilal Oswal Financial Services Limited,Financial Services,Capital Markets,511679987712,2501.64,5.58,16.87,1.2104,1162.06,"64.81, 564.52, 1120.08",26.11,True,False,True,2026-01-16
IRCTC,Indian Railway Catering & Tourism Corporation Limited,Consumer Cyclical,Travel Services,502120022016,1314.9,13.47,35.25,0.0184,342.02,"330.7, 358.23, 341.09",37.56,False,True,False,2026-01-16
TATACOMM,Tata Communications Limited,Communication Services,Telecom Services,500060979200,1836.36,4.67,61.89,4.6753,189.98,"1040.34, 235.96, 227.23",53.61,False,False,False,2026-01-16
PIIND,PI Industries Limited,Basic Materials,Agricultural Inputs,495750971392,1660.2,8.12,14.85,0.0224,409.3,"400.0, 330.5, 372.7",53.36,False,False,False,2026-01-16
M&MFIN,Mahindra & Mahindra Financial Services Limited,Financial Services,Credit Services,494831992832,2261.87,1.75,10.99,4.3508,527.87,"457.22, 917.57, 389.42",45.92,True,False,True,2026-01-16
360ONE,360 One Wam Limited,Financial Services,Asset Management,485392285696,1015.3,7.48,16.99,1.4724,284.67,"249.6, 276.47, 245.49",63.66,True,False,True,2026-01-16
KALYANKJIL,Kalyan Jewellers India Limited,Consumer Cyclical,Luxury Goods,483018440704,714.8,5.94,19.19,0.9988,260.51,"264.08, 187.6, 218.82",35.48,False,False,False,2026-01-16
BALKRISIND,Balkrishna Industries Limited,Consumer Cyclical,Auto Parts,473124470784,1654.96,6.05,13.91,0.3527,288.3,"368.55, 449.48, 346.94",41.45,False,False,False,2026-01-16
VOLTAS,Voltas Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",467010715648,841.37,3.82,8.48,0.2745,34.29,"140.46, 241.02, 132.13",72.29,False,False,False,2026-01-16
JKCEMENT,J.K. Cement Limited,Basic Materials,Building Materials,454723633152,861.12,6.74,17.2,0.9956,324.42,"360.36, 189.62, 125.83",45.71,False,False,False,2026-01-16
TIINDIA,Tube Investments of India Limited,Industrials,Conglomerates,453315756032,673.71,5.37,11.19,0.2772,198.87,"46.53, 193.59, 206.79",54.72,False,False,False,2026-01-16
HEXT,Hexaware Technologies Limited,Technology,Information Technology Services,449751646208,1176.4,11.78,24.18,0.1001,379.9,"327.2, 275.3",21.23,False,False,False,2026-01-16
SUPREMEIND,The Supreme Industries Limited,Industrials,Building Products & Equipment,443413790720,960.88,8.62,15.38,0.0563,202.3,"293.94, 186.97, 206.6",50.83,False,False,False,2026-01-16
PIRAMALFIN,PIRAMALFIN,Financial Services,Credit Services,432172236800,6.65,0.0,0.0,2.6115,93.98,29.37,5840.46,True,False,False,2026-01-16
HUDCO,Housing and Urban Development Corporation Limited,Financial Services,Credit Services,430949040128,2709.14,2.13,15.94,7.0576,709.83,"630.23, 727.74, 735.03",24.97,True,False,True,2026-01-16
PETRONET,Petronet LNG Limited,Energy,Oil & Gas Refining & Marketing,427281317888,3972.68,9.61,18.33,0.1187,830.3,"841.88, 1094.9, 901.7",48.69,False,False,False,2026-01-16
KEI,KEI Industries Limited,Industrials,Electrical Equipment & Parts,417948729344,696.41,9.61,16.39,0.038,195.75,"226.55, 164.8, 154.81",63.87,False,False,False,2026-01-16
LTTS,L&T Technology Services Limited,Technology,Information Technology Services,415197396992,1266.7,10.82,21.52,0.1015,315.7,"311.0, 322.4, 319.6",25.83,False,False,False,2026-01-16
DALBHARAT,Dalmia Bharat Limited,Basic Materials,Building Materials,405592604672,683.0,3.51,6.43,0.3976,393.0,"435.0, 61.0, 46.0",39.48,False,True,False,2026-01-16
ESCORTS,Escorts Kubota Limited,Industrials,Farm & Heavy Construction Machinery,404715929600,1264.94,4.76,11.49,0.0087,1397.11,"318.42, 320.64, 324.23",28.18,False,False,False,2026-01-16
UBL,United Breweries Limited,Consumer Defensive,Beverages - Brewers,401975181312,441.69,4.29,8.55,0.1786,183.87,"97.57, 38.4, 132.17",20.88,False,False,False,2026-01-16
COCHINSHIP,Cochin Shipyard Limited,Industrials,Aerospace & Defense,401619124224,827.33,4.09,13.84,0.2029,107.53,"187.83, 287.18, 176.99",32.06,False,False,False,2026-01-16
PGHH,Procter & Gamble Hygiene and Health Care Limited,Consumer Defensive,Household & Personal Products,397514178560,675.02,0.0,0.0,0.0022,156.1,"268.59, 211.9, 81.06",29.05,False,False,False,2026-01-16
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,Healthcare,Drug Manufacturers - General,397324877824,927.58,19.39,56.52,0.0209,205.01,"262.87, 229.88, 252.5",24.35,False,False,False,2026-01-16
3MINDIA,3M India Limited,Industrials,Conglomerates,397093732352,476.07,19.19,33.83,0.0642,177.69,"71.37, 113.77, 133.78",23.52,False,False,False,2026-01-16
CONCOR,Container Corporation of India Limited,Industrials,Railroads,395926667264,1288.75,5.85,10.43,0.0702,378.7,"266.54, 298.53, 366.65",44.94,False,False,False,2026-01-16
ASTRAL,Astral Limited,Industrials,Building Products & Equipment,393384460288,523.8,8.71,13.98,0.0677,81.1,"179.3, 114.1, 110.0",44.64,False,False,False,2026-01-16
NH,Narayana Hrudayalaya Limited,Healthcare,Medical Care Facilities,389301796864,790.16,9.7,23.23,0.5761,258.37,"196.65, 197.21, 192.94",32.98,False,False,False,2026-01-16
ITCHOTELS,ITCHOTELS,Consumer Cyclical,Resorts & Casinos,389285347328,634.57,0.0,0.0,0.0072,133.1,86.53,53.36,False,False,False,2026-01-16
RADICO,Radico Khaitan Limited,Consumer Defensive,Beverages - Wineries & Distilleries,387179118592,345.61,9.21,16.52,0.2094,130.52,"92.07, 95.49, 80.66",57.4,False,False,False,2026-01-16
IPCALAB,Ipca Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,383740280832,737.68,7.5,10.05,0.1443,282.57,"233.21, 67.82, 248.14",49.56,False,False,False,2026-01-16
PAGEIND,Page Industries Limited,Consumer Cyclical,Apparel Manufacturing,383322456064,729.14,22.87,52.72,0.1903,194.76,"200.8, 164.01, 204.66",51.53,False,False,True,2026-01-16
IREDA,Indian Renewable Energy Development Agency Limited,Financial Services,Credit Services,382870126592,1698.34,0.0,0.0,5.5412,585.16,"246.88, 501.53, 425.38",28.24,True,True,False,2026-01-16
FLUOROCHEM,Gujarat Fluorochemicals Limited,Basic Materials,Specialty Chemicals,375093821440,546.06,5.39,9.85,0.2248,179.0,"184.0, 191.06, 126.0",33.48,False,False,False,2026-01-16
POONAWALLA,Poonawalla Fincorp Limited,Financial Services,Credit Services,374778396672,98.34,0.59,2.44,3.6441,62.6,"62.33, 18.73, 471.04",33.77,True,False,False,2026-01-16
UCOBANK,UCO Bank,Financial Services,Banks - Regional,372175896576,2467.97,0.72,8.4,0.0,665.71,"640.16, 606.8, 555.3",8.88,True,False,False,2026-01-16
BLUESTARCO,Blue Star Limited,Industrials,Building Products & Equipment,371315703808,591.24,6.09,18.67,0.3308,120.96,"193.64, 132.57, 96.19",62.65,False,False,False,2026-01-16
AIAENG,AIA Engineering Limited,Industrials,Specialty Industrial Machinery,368428810240,1060.74,8.5,16.35,0.1385,277.44,"305.02, 285.22, 259.21",32.16,False,False,False,2026-01-16
PWL,Physicswallah Limited,Consumer Defensive,Education & Training Services,363867275264,215.9,0.0,0.0,0.6704,120.44,58.99,18.23,False,False,False,2026-01-16
NLCINDIA,NLC India Limited,Utilities,Utilities - Regulated Electric,357006671872,2621.36,3.48,12.38,1.0468,797.59,"481.97, 668.09, 911.85",23.69,False,False,False,2026-01-16
ENDURANCE,Endurance Technologies Limited,Consumer Cyclical,Auto Parts,355314368512,836.35,7.13,15.27,0.1964,227.27,"226.35, 245.13, 184.39",18.23,False,False,False,2026-01-16
GODFRYPHLP,Godfrey Phillips India Limited,Consumer Defensive,Tobacco,350147870720,1072.03,10.05,24.12,0.0301,356.31,"279.29, 315.85, 248.33",29.82,False,False,False,2026-01-16
TATAELXSI,Tata Elxsi Limited,Technology,Software - Application,349388832768,784.94,0.0,0.0,0.0626,108.89,"144.37, 172.42, 199.01",55.09,False,False,False,2026-01-16
CENTRALBK,Central Bank of India,Financial Services,Banks - Regional,349203070976,3934.21,0.96,12.72,0.0,1281.98,"1104.58, 963.38, 923.83",96.9,True,False,True,2026-01-16
CRISIL,CRISIL Limited,Financial Services,Financial Data & Stock Exchanges,347377860608,684.07,0.0,0.0,0.1058,171.57,"159.84, 224.69, 171.55",26.72,True,False,False,2026-01-16
JUBLFOOD,Jubilant FoodWorks Limited,Consumer Cyclical,Restaurants,347026948096,210.76,6.22,13.58,2.0229,186.03,"91.76, 48.0, 42.91",56.57,False,False,False,2026-01-16
ANTHEM,ANTHEM,Healthcare,Biotechnology,346457243648,451.26,13.8,20.83,0.04,173.43,161.93,11.02,False,False,False,2026-01-16
GODREJIND,Godrej Industries Limited,Industrials,Conglomerates,342698917888,981.38,2.6,10.3,2.1269,242.47,"349.22, 183.09, 188.2",22.81,False,False,False,2026-01-16
TATAINVEST,Tata Investment Corporation Limited,Financial Services,Capital Markets,336061169664,312.09,0.45,1.03,0.0,146.3,"37.72, 19.61, 123.69",25.63,True,False,False,2026-01-16
AJANTPHARM,Ajanta Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,335103197184,920.39,14.32,24.37,0.057,255.34,"225.26, 232.88, 216.48",33.5,False,False,False,2026-01-16
THERMAX,Thermax Limited,Industrials,Conglomerates,334599651328,634.47,3.83,12.18,0.3578,119.66,"152.38, 205.73, 115.9",28.87,False,False,False,2026-01-16
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,Financial Services,Credit Services,334519369728,2173.66,2.22,18.28,6.3538,549.92,"578.5, 613.57, 486.19",52.3,True,False,True,2026-01-16
PREMIERENE,PREMIERENE,Technology,Solar,332743311360,937.13,15.08,41.42,0.4696,307.79,"277.8, 255.22, 205.95",24.83,False,False,False,2026-01-16
ACC,ACC Limited,Basic Materials,Building Materials,329679306752,2402.12,6.24,18.21,0.0244,375.38,"751.03, 1091.73, 199.66",37.9,False,False,False,2026-01-16
KPITTECH,KPIT Technologies Limited,Technology,Software - Infrastructure,322990440448,839.6,11.51,26.81,0.1621,169.09,"171.9, 244.72, 186.97",59.96,False,False,False,2026-01-16
APOLLOTYRE,Apollo Tyres Limited,Consumer Cyclical,Auto Parts,322312601600,1121.32,4.78,5.31,0.2909,258.05,"12.88, 184.62, 337.24",47.79,False,False,False,2026-01-16
NAVINFLUOR,Navin Fluorine International Limited,Basic Materials,Chemicals,315471233024,288.58,8.13,14.63,0.3268,117.16,"94.96, 83.6, 58.82",70.44,False,True,False,2026-01-16
ASTERDM,Aster DM Healthcare Limited,Healthcare,Medical Care Facilities,309841231872,5377.83,5.04,8.71,0.4379,85.52,"79.02, 56.79, 96.84",37.2,False,False,False,2026-01-16
MEDANTA,Global Health Limited,Healthcare,Medical Care Facilities,307374948352,481.44,9.17,16.39,0.2547,158.44,"159.01, 101.4, 142.91",32.47,False,False,False,2026-01-16
GODIGIT,GODIGIT,Financial Services,Insurance - Property & Casualty,301011468288,424.94,1.7,10.44,0.0744,138.33,"115.61, 118.52, 89.47",26.66,True,False,False,2026-01-16
MSUMI,Motherson Sumi Wiring India Limited,Consumer Cyclical,Auto Parts,300745850880,605.9,13.85,35.46,0.1372,143.1,"164.97, 139.98, 148.87",38.14,False,False,False,2026-01-16
