Symbol,Month,DeliveryPct,TotalDelivQty,TotalTrdQty,Days
IVZINGOLD,2026-03,54.58,572,1048,2
IVZINGOLD,2026-04,70.59,112172,158901,23
IVZINGOLD,2026-05,82.28,1308509,1590372,18
IVZINNIFTY,2026-03,66.43,190,286,2
IVZINNIFTY,2026-04,85.45,9512,11132,23
IVZINNIFTY,2026-05,91.78,2659,2897,18
IWP,2026-04,92.32,19908,21564,10
IWP,2026-05,62.63,100820,160973,18
IXIGO,2026-03,71.14,2397154,3369772,2
IXIGO,2026-04,49.34,21065360,42694885,23
IXIGO,2026-05,46.38,14491570,31246625,18
IZMO,2026-05,46.46,370561,797652,7
J&KBANK,2026-03,40.29,3372490,8371308,2
J&KBANK,2026-04,42.2,48187601,114181132,23
J&KBANK,2026-05,41.34,35354235,85525542,18
JAGRAN,2026-03,59.42,528952,890184,2
JAGRAN,2026-04,68.02,4207235,6185145,23
JAGRAN,2026-05,62.46,2295610,3675431,18
JAGSNPHARM,2026-03,67.07,100972,150554,2
JAGSNPHARM,2026-04,51.94,2560849,4930376,23
JAGSNPHARM,2026-05,51.62,1186824,2298982,18
JAIBALAJI,2026-03,40.94,2772152,6771586,2
JAIBALAJI,2026-04,32.11,21321776,66406147,23
JAIBALAJI,2026-05,35.93,13464429,37472681,11
JAICORPLTD,2026-03,36.59,624450,1706588,2
JAICORPLTD,2026-04,31.25,5744545,18380970,23
JAICORPLTD,2026-05,34.44,2762448,8020636,18
JAINREC,2026-03,33.23,1101328,3313976,2
JAINREC,2026-04,37.17,11650078,31343565,23
JAINREC,2026-05,25.29,24221497,95769219,18
JAIPURKURT,2026-03,81.72,118062,144468,2
JAIPURKURT,2026-04,50.99,342736,672221,23
JAIPURKURT,2026-05,83.29,193327,232101,18
JAMNAAUTO,2026-03,40.99,1444074,3523294,2
JAMNAAUTO,2026-04,43.37,20362328,46948125,23
JAMNAAUTO,2026-05,41.09,15446830,37595292,18
JARO,2026-03,63.28,463910,733088,2
JARO,2026-04,35.66,1134989,3182471,23
JARO,2026-05,24.32,2847428,11706161,18
JASH,2026-03,63.35,246498,389094,2
JASH,2026-04,51.82,1642534,3169685,23
JASH,2026-05,44.32,1109779,2504123,18
JAYAGROGN,2026-03,55.39,27628,49882,2
JAYAGROGN,2026-04,61.3,117619,191873,23
JAYAGROGN,2026-05,64.47,195083,302610,18
JAYBARMARU,2026-03,45.5,295148,648648,2
JAYBARMARU,2026-04,40.51,2205555,5444363,23
JAYBARMARU,2026-05,15.98,6658726,41660582,18
JAYKAY,2026-03,55.78,427678,766704,2
JAYKAY,2026-04,43.28,1635977,3779726,23
JAYKAY,2026-05,30.22,2365163,7825265,18
JAYNECOIND,2026-03,45.05,3779104,8389456,2
JAYNECOIND,2026-04,38.68,90497802,233963369,23
JAYNECOIND,2026-05,43.98,41676219,94757433,18
JAYSREETEA,2026-03,69.87,242122,346526,2
JAYSREETEA,2026-04,51.65,632253,1224202,23
JAYSREETEA,2026-05,60.52,567356,937419,18
JBCHEPHARM,2026-03,58.74,381228,649008,2
JBCHEPHARM,2026-04,65.66,4771533,7266518,23
JBCHEPHARM,2026-05,56.83,3272856,5758751,18
JBMA,2026-03,32.54,504682,1550744,2
JBMA,2026-04,12.73,6542617,51392745,23
JBMA,2026-05,14.96,5052214,33770694,18
JETFREIGHT,2026-03,46.08,156688,340006,2
JETFREIGHT,2026-04,60.95,1696052,2782478,23
JETFREIGHT,2026-05,55.74,2215278,3974355,18
JGCHEM,2026-03,51.97,110734,213072,2
JGCHEM,2026-04,46.07,1002400,2175798,23
JGCHEM,2026-05,47.1,698420,1482833,18
JHS,2026-03,66.68,384906,577236,2
JHS,2026-04,66.29,985685,1486861,12
JHS,2026-05,66.85,475237,710946,7
JINDALPHOT,2026-03,37.1,8076,21766,2
JINDALPHOT,2026-04,38.89,43019,110605,23
JINDALPHOT,2026-05,55.13,24553,44540,18
JINDALPOLY,2026-03,100.0,6110,6110,2
JINDALPOLY,2026-04,40.16,797443,1985778,23
JINDALPOLY,2026-05,58.71,248641,423530,18
JINDALSAW,2026-03,31.91,3230916,10125250,2
JINDALSAW,2026-04,36.78,33250241,90397287,23
JINDALSAW,2026-05,38.03,13655052,35903126,18
JINDALSTEL,2026-03,44.66,1544378,3458152,2
JINDALSTEL,2026-04,44.14,15446296,34996699,23
JINDALSTEL,2026-05,44.4,9728405,21910665,18
JINDRILL,2026-03,23.15,260286,1124542,2
JINDRILL,2026-04,16.07,2551396,15880262,23
JINDRILL,2026-05,5.98,7356766,123020786,18
JINDWORLD,2026-03,53.41,1039762,1946822,2
JINDWORLD,2026-04,22.81,8444505,37024930,23
JINDWORLD,2026-05,11.13,11593614,104174320,18
JIOFIN,2026-03,49.01,25428514,51886786,2
JIOFIN,2026-04,43.77,268804511,614062918,23
JIOFIN,2026-05,41.37,102314662,247319962,18
JISLDVREQS,2026-03,80.57,139956,173710,2
JISLDVREQS,2026-04,73.74,206959,280669,23
JISLDVREQS,2026-05,70.39,324682,461281,18
JISLJALEQS,2026-03,52.95,6596796,12457972,2
JISLJALEQS,2026-04,47.69,43115615,90413849,23
JISLJALEQS,2026-05,45.85,28575460,62322825,18
JKCEMENT,2026-03,66.47,127594,191952,2
JKCEMENT,2026-04,58.5,1264524,2161470,23
JKCEMENT,2026-05,56.39,641976,1138463,18
JKIL,2026-03,54.46,210898,387264,2
JKIL,2026-04,36.56,1747305,4778708,23
JKIL,2026-05,52.45,814276,1552512,18
JKIPL,2026-03,64.43,179124,278004,2
JKIPL,2026-04,45.22,2295889,5077368,14
JKLAKSHMI,2026-03,60.55,330608,546028,2
JKLAKSHMI,2026-04,67.22,2253200,3352152,23
JKLAKSHMI,2026-05,71.48,2674204,3741005,18
JKPAPER,2026-03,49.3,303520,615688,2
JKPAPER,2026-04,41.94,2842646,6778140,23
JKPAPER,2026-05,34.7,3553756,10240229,18
JKTYRE,2026-03,38.28,972704,2541118,2
JKTYRE,2026-04,35.63,10619593,29801169,23
JKTYRE,2026-05,28.54,8207508,28753597,18
JLHL,2026-03,69.56,211672,304294,2
JLHL,2026-04,56.17,233055,414900,23
JLHL,2026-05,62.78,1049635,1672005,18
JMA,2026-03,71.62,19342,27006,2
JMA,2026-04,60.8,161950,266379,23
JMA,2026-05,72.49,113365,156388,18
JMFINANCIL,2026-03,47.21,3920028,8302976,2
JMFINANCIL,2026-04,35.53,24350859,68534311,23
JMFINANCIL,2026-05,44.9,15828367,35251448,18
JNKINDIA,2026-03,18.68,1336582,7157062,2
JNKINDIA,2026-04,33.17,4704075,14182642,23
JNKINDIA,2026-05,47.14,3601606,7640133,18
JOCIL,2026-03,88.06,23912,27154,2
JOCIL,2026-04,64.72,83298,128706,23
JOCIL,2026-05,30.26,110085,363820,18
JPOLYINVST,2026-03,45.96,24218,52690,2
JPOLYINVST,2026-04,24.92,133633,536327,23
JPOLYINVST,2026-05,49.33,45485,92205,18
JPPOWER,2026-03,29.34,44556072,151856170,2
JPPOWER,2026-04,28.16,842410756,2991748650,23
JPPOWER,2026-05,27.86,1064586237,3821180595,18
JSFB,2026-03,55.4,617274,1114246,2
JSFB,2026-04,39.83,6085779,15279806,23
JSFB,2026-05,51.88,8039220,15497035,18
JSL,2026-03,38.44,1110566,2888730,2
JSL,2026-04,53.47,8653767,16185422,23
JSL,2026-05,54.23,4916659,9066799,18
JSLL,2026-03,58.51,1156420,1976454,2
JSLL,2026-04,58.64,4109533,7007965,23
JSLL,2026-05,49.42,4365625,8833266,18
JSWCEMENT,2026-03,54.34,1954436,3596572,2
JSWCEMENT,2026-04,43.8,16784512,38323513,23
JSWCEMENT,2026-05,13.39,27618042,206237825,18
JSWDULUX,2026-04,65.22,141794,217411,13
JSWDULUX,2026-05,66.55,288742,433886,18
JSWENERGY,2026-03,50.04,4315316,8623458,2
JSWENERGY,2026-04,42.33,41202799,97344477,23
JSWENERGY,2026-05,37.55,29733386,79182646,18
JSWHL,2026-03,36.33,4030,11094,2
JSWHL,2026-04,51.86,68536,132159,23
JSWHL,2026-05,52.94,32413,61231,18
JSWINFRA,2026-03,53.38,1941468,3636742,2
JSWINFRA,2026-04,49.06,24299859,49535617,23
JSWINFRA,2026-05,54.05,19198561,35522570,18
JSWSTEEL,2026-03,39.48,1938506,4909628,2
JSWSTEEL,2026-04,49.09,24611121,50129630,23
JSWSTEEL,2026-05,47.62,16362048,34360551,18
JTEKTINDIA,2026-03,50.71,120210,237062,2
JTEKTINDIA,2026-04,46.55,2001601,4299899,23
JTEKTINDIA,2026-05,46.31,2038320,4401765,18
JTLIND,2026-03,49.72,6116612,12302324,2
JTLIND,2026-04,24.17,50591097,209348068,23
JTLIND,2026-05,38.41,23842696,62066673,18
JUBLCPL,2026-03,51.24,7074,13806,2
JUBLCPL,2026-04,40.12,102447,255333,23
JUBLCPL,2026-05,59.41,64106,107904,18
JUBLFOOD,2026-03,48.21,4980668,10330640,2
JUBLFOOD,2026-04,33.91,32432269,95653883,23
JUBLFOOD,2026-05,43.52,23254949,53435800,18
JUBLINGREA,2026-03,45.59,216050,473850,2
JUBLINGREA,2026-04,31.07,2711737,8729223,23
JUBLINGREA,2026-05,40.61,1913653,4712017,18
JUBLPHARMA,2026-03,64.85,593992,915926,2
JUBLPHARMA,2026-04,55.22,1843825,3339326,23
JUBLPHARMA,2026-05,43.11,1187274,2753841,18
JUNIORBEES,2026-03,56.5,1811918,3206826,2
JUNIORBEES,2026-04,56.07,8339835,14872793,23
JUNIORBEES,2026-05,56.04,4029007,7189013,18
JUNIPER,2026-03,57.82,152318,263422,2
JUNIPER,2026-04,56.95,1863742,3272556,23
JUNIPER,2026-05,59.68,1148115,1923943,18
JUSTDIAL,2026-03,61.8,405492,656120,2
JUSTDIAL,2026-04,44.88,2718497,6057249,23
JUSTDIAL,2026-05,44.44,1035603,2330429,18
JWL,2026-03,27.23,2601122,9553030,2
JWL,2026-04,20.9,16064703,76870219,23
JWL,2026-05,19.05,10630735,55809092,18
JYOTHYLAB,2026-03,50.35,674612,1339976,2
JYOTHYLAB,2026-04,51.23,8308444,16219096,23
JYOTHYLAB,2026-05,41.59,8157684,19616371,18
JYOTICNC,2026-03,41.99,270204,643446,2
JYOTICNC,2026-04,35.62,14909792,41858675,23
JYOTICNC,2026-05,53.7,6934468,12913846,18
JYOTISTRUC,2026-03,51.06,25343238,49629516,2
JYOTISTRUC,2026-04,38.47,125407424,326008427,23
JYOTISTRUC,2026-05,41.01,66325878,161742667,18
KABRAEXTRU,2026-03,56.28,63824,113400,2
KABRAEXTRU,2026-04,39.52,335626,849331,23
KABRAEXTRU,2026-05,53.87,116897,217011,18
KAJARIACER,2026-03,51.54,279008,541370,2
KAJARIACER,2026-04,54.83,6837272,12469305,23
KAJARIACER,2026-05,57.65,3419341,5930738,18
KAKATCEM,2026-03,72.38,37642,52006,2
KAKATCEM,2026-04,38.14,277668,728023,21
KALAMANDIR,2026-03,54.82,1384370,2525358,2
KALAMANDIR,2026-04,45.97,10219249,22229753,23
KALAMANDIR,2026-05,39.85,7403807,18580553,18
KALPATARU,2026-03,59.14,82822,140052,2
KALPATARU,2026-04,47.66,654404,1373195,23
KALPATARU,2026-05,33.81,2205739,6523569,18
KALYANIFRG,2026-03,71.39,1058,1482,2
KALYANIFRG,2026-04,66.01,18284,27698,23
KALYANIFRG,2026-05,68.04,14114,20743,18
KALYANKJIL,2026-03,44.1,3776718,8563784,2
KALYANKJIL,2026-04,30.06,35063907,116630062,23
KALYANKJIL,2026-05,26.31,46793917,177868779,18
KAMAHOLD,2026-04,84.38,57646,68318,10
KAMAHOLD,2026-05,71.59,56909,79491,18
KAMATHOTEL,2026-03,56.48,138096,244484,2
KAMATHOTEL,2026-04,55.25,718119,1299792,23
KAMATHOTEL,2026-05,51.89,681951,1314172,18
KAMDHENU,2026-03,52.21,2988216,5723456,2
KAMDHENU,2026-04,49.31,11596659,23516248,23
KAMDHENU,2026-05,52.02,11429049,21972292,18
KAMOPAINTS,2026-03,67.26,1459564,2169982,2
KAMOPAINTS,2026-04,68.65,6022853,8773736,12
KAMOPAINTS,2026-05,76.73,2272511,2961589,7
KANANIIND,2026-03,80.65,607300,752966,2
KANANIIND,2026-04,71.4,5337525,7475975,23
KANANIIND,2026-05,69.76,2499004,3582405,18
KANCHI,2026-04,56.89,22179,38984,8
KANORICHEM,2026-03,85.35,42112,49340,2
KANORICHEM,2026-04,69.15,378401,547242,23
KANORICHEM,2026-05,69.58,449807,646483,11
KANPRPLA,2026-03,66.25,18450,27850,2
KANPRPLA,2026-04,78.4,327893,418215,23
KANPRPLA,2026-05,62.32,283241,454472,18
KANSAINER,2026-03,45.25,549976,1215436,2
KANSAINER,2026-04,53.9,4069305,7549050,23
KANSAINER,2026-05,36.98,7245050,19591897,18
KAPSTON,2026-05,71.7,190082,265102,18
KARMAENG,2026-03,86.96,4988,5736,2
KARMAENG,2026-04,68.08,145531,213751,23
KARMAENG,2026-05,54.99,53522,97333,18
KARURVYSYA,2026-03,52.04,4212796,8094542,2
KARURVYSYA,2026-04,45.75,40898020,89401799,23
KARURVYSYA,2026-05,46.8,27834688,59472840,18
KAUSHALYA,2026-03,71.79,448,624,2
KAUSHALYA,2026-04,71.71,2892,4033,23
KAUSHALYA,2026-05,74.0,1577,2131,18
KAVDEFENCE,2026-05,56.85,437579,769767,7
KAYA,2026-03,87.41,147854,169150,2
KAYA,2026-04,63.22,332914,526569,23
KAYA,2026-05,63.74,205418,322259,18
KAYNES,2026-03,22.43,585032,2608044,2
KAYNES,2026-04,19.18,6187521,32264303,23
KAYNES,2026-05,22.85,10001292,43777916,18
KCP,2026-03,64.94,588440,906176,2
KCP,2026-04,31.63,2674028,8454480,23
KCP,2026-05,56.21,1481398,2635315,18
KCPSUGIND,2026-03,49.83,478886,961030,2
KCPSUGIND,2026-04,47.41,2073063,4373056,23
KCPSUGIND,2026-05,54.9,1292787,2354594,18
KDDL,2026-03,50.35,36190,71882,2
KDDL,2026-04,47.4,195436,412292,23
KDDL,2026-05,26.46,437892,1654761,18
KEC,2026-03,39.96,585812,1466060,2
KEC,2026-04,36.75,12159781,33085306,23
KEC,2026-05,38.6,12790013,33135250,18
KECL,2026-03,59.98,597956,996860,2
KECL,2026-04,24.23,5056667,20868345,15
KEEPLEARN,2026-03,77.22,68604,88840,2
KEEPLEARN,2026-04,75.37,1480512,1964449,23
KEEPLEARN,2026-05,69.81,974666,1396157,18
KEI,2026-03,59.87,886436,1480720,2
KEI,2026-04,43.53,4267523,9802846,23
KEI,2026-05,34.53,3230854,9357278,18
KELLTONTEC,2026-03,47.55,5130540,10788888,2
KELLTONTEC,2026-04,42.76,41528698,97120583,23
KELLTONTEC,2026-05,43.11,20496113,47542221,18
KENNAMET,2026-04,65.58,36928,56309,10
KENNAMET,2026-05,55.06,216813,393745,18
KERNEX,2026-03,50.54,202938,401554,2
KERNEX,2026-04,43.01,1946194,4525248,23
KERNEX,2026-05,42.28,2274857,5381038,18
KESORAMIND,2026-03,65.93,2234044,3388402,2
KESORAMIND,2026-04,53.52,27791468,51928128,23
KESORAMIND,2026-05,54.87,26344518,48015498,10
KEYFINSERV,2026-03,65.45,1394,2130,2
KEYFINSERV,2026-04,39.79,54494,136957,23
KEYFINSERV,2026-05,55.68,19079,34264,18
KFINTECH,2026-03,41.23,939500,2278886,2
KFINTECH,2026-04,35.55,12497193,35156756,23
KFINTECH,2026-05,44.45,10857454,24424548,18
KHADIM,2026-03,65.61,405998,618794,2
KHADIM,2026-04,39.94,1594345,3992208,23
KHADIM,2026-05,51.13,1343026,2626838,18
KHAICHEM,2026-03,50.59,429700,849374,2
KHAICHEM,2026-04,38.48,4367987,11351706,18
KHAITANLTD,2026-03,78.59,2790,3550,2
KHAITANLTD,2026-04,38.09,163517,429347,20
KHANDSE,2026-03,80.97,79108,97702,2
KHANDSE,2026-04,70.64,88725,125599,23
KHANDSE,2026-05,66.29,39030,58881,18
KICL,2026-03,57.43,4218,7344,2
KICL,2026-04,59.76,18661,31226,23
KICL,2026-05,65.4,20459,31283,18
KILITCH,2026-03,60.37,59672,98848,2
KILITCH,2026-04,51.28,910727,1775866,23
KILITCH,2026-05,31.58,1099955,3483524,18
KIMS,2026-03,49.58,242608,489372,2
KIMS,2026-04,63.65,6908013,10853676,23
KIMS,2026-05,47.97,5523691,11515785,18
KINGFA,2026-03,59.76,12380,20716,2
KINGFA,2026-04,53.31,94234,176754,23
KINGFA,2026-05,53.86,98044,182025,18
KIOCL,2026-03,25.65,143012,557564,2
KIOCL,2026-04,23.81,3237541,13600077,23
KIOCL,2026-05,31.62,1254693,3967549,18
KIRANVYPAR,2026-04,92.53,6739,7283,8
KIRANVYPAR,2026-05,88.17,92996,105472,18
KIRIINDUS,2026-03,53.72,787286,1465548,2
KIRIINDUS,2026-04,38.16,2475689,6487134,23
KIRIINDUS,2026-05,43.98,1421565,3232664,18
KIRLFER,2026-04,67.88,315863,465349,10
KIRLFER,2026-05,67.68,1301395,1922922,18
KIRLOSBROS,2026-03,41.46,79960,192876,2
KIRLOSBROS,2026-04,34.71,1037101,2987522,23
KIRLOSBROS,2026-05,37.24,450445,1209518,18
KIRLOSENG,2026-03,46.56,221136,474950,2
KIRLOSENG,2026-04,44.4,4711583,10610538,23
KIRLOSENG,2026-05,43.76,3451167,7886605,18
KIRLOSIND,2026-03,47.68,8374,17562,2
KIRLOSIND,2026-04,42.55,80280,188675,23
KIRLOSIND,2026-05,22.81,78239,343032,18
KIRLPNU,2026-03,74.02,207182,279908,2
KIRLPNU,2026-04,30.37,1707692,5622237,23
KIRLPNU,2026-05,48.65,1522845,3130039,18
KISSHT,2026-05,37.16,57336065,154278576,14
KITEX,2026-03,43.44,1099212,2530164,2
KITEX,2026-04,32.42,6900132,21283454,23
KITEX,2026-05,41.28,3809679,9228188,18
KKCL,2026-03,55.04,60456,109838,2
KKCL,2026-04,52.15,210980,404557,23
KKCL,2026-05,58.56,325185,555290,18
KLBRENG-B,2026-04,76.47,400938,524321,10
KLBRENG-B,2026-05,71.54,810191,1132531,18
KMEW,2026-03,35.09,45960,130988,2
KMEW,2026-04,39.6,906524,2289048,23
KMEW,2026-05,29.27,1160080,3963022,18
KMSUGAR,2026-03,47.12,332036,704660,2
KMSUGAR,2026-04,47.78,2812776,5887133,23
KMSUGAR,2026-05,58.32,2127551,3648100,18
KNAGRI,2026-03,79.24,24154,30484,2
KNAGRI,2026-04,54.08,304621,563279,23
KNAGRI,2026-05,36.99,165476,447328,18
KNRCON,2026-03,2.87,7016814,244611048,2
KNRCON,2026-04,31.98,33642052,105209170,23
KNRCON,2026-05,45.07,16366695,36312225,18
KOHINOOR,2026-03,36.94,132510,358702,2
KOHINOOR,2026-04,40.71,910568,2236953,23
KOHINOOR,2026-05,31.69,422877,1334217,18
KOKUYOCMLN,2026-03,64.9,73454,113186,2
KOKUYOCMLN,2026-04,57.33,816219,1423691,23
KOKUYOCMLN,2026-05,59.92,448316,748230,18
KOLTEPATIL,2026-03,55.67,282982,508286,2
KOLTEPATIL,2026-04,15.04,1410890,9380604,23
KOLTEPATIL,2026-05,40.42,408524,1010749,18
KOPRAN,2026-03,56.79,529478,932422,2
KOPRAN,2026-04,35.71,3661952,10253770,23
KOPRAN,2026-05,23.46,6679110,28469933,18
KOTAKBANK,2026-03,49.38,39266974,79525550,2
KOTAKBANK,2026-04,64.83,287674433,443709560,23
KOTAKBANK,2026-05,65.05,236746517,363937781,18
KOTARISUG,2026-03,58.91,265604,450834,2
KOTARISUG,2026-04,47.23,942077,1994593,23
KOTARISUG,2026-05,54.64,450707,824797,18
KOTHARIPET,2026-03,63.66,88520,139042,2
KOTHARIPET,2026-04,54.53,638560,1170990,23
KOTHARIPET,2026-05,51.0,841301,1649688,18
KOTHARIPRO,2026-03,73.67,38460,52206,2
KOTHARIPRO,2026-04,50.82,332009,653303,23
KOTHARIPRO,2026-05,73.67,106467,144524,18
KOTIC,2026-04,52.45,98022,186872,10
KOTIC,2026-05,68.33,53575,78406,18
KOTYARK,2026-03,56.79,56830,100074,2
KOTYARK,2026-04,64.05,736757,1150360,23
KOTYARK,2026-05,68.08,992062,1457248,18
KOVAI,2026-04,70.48,22026,31253,10
KOVAI,2026-05,67.89,53753,79177,18
KPEL,2026-03,46.15,414886,898930,2
KPEL,2026-04,39.05,3811073,9758388,23
KPEL,2026-05,41.1,5215495,12688979,18
KPIGREEN,2026-03,44.64,1006892,2255700,2
KPIGREEN,2026-04,34.7,8492917,24473717,23
KPIGREEN,2026-05,26.48,8546366,32277884,18
KPIL,2026-03,51.89,174438,336194,2
KPIL,2026-04,56.9,1615446,2838935,23
KPIL,2026-05,57.21,2277214,3980791,18
KPITTECH,2026-03,43.36,1436622,3313154,2
KPITTECH,2026-04,32.93,13310846,40424063,23
KPITTECH,2026-05,30.37,16614112,54705525,18
KPL,2026-04,59.69,89846,150519,10
KPL,2026-05,34.33,396011,1153528,18
KPRMILL,2026-03,63.94,564902,883512,2
KPRMILL,2026-04,49.72,3272807,6582250,23
KPRMILL,2026-05,42.13,1619934,3844726,18
KRBL,2026-03,51.75,571744,1104920,2
KRBL,2026-04,39.79,5415772,13609895,23
KRBL,2026-05,46.26,4716263,10195108,18
KREBSBIO,2026-03,69.53,25416,36552,2
KREBSBIO,2026-04,35.11,296639,844926,12
KREBSBIO,2026-05,70.81,65928,93106,7
KRIDHANINF,2026-03,78.02,262282,336170,2
KRIDHANINF,2026-04,74.18,1552021,2092278,23
KRIDHANINF,2026-05,74.29,1341066,1805141,18
KRISHANA,2026-03,57.16,87666,153382,2
KRISHANA,2026-04,50.3,4579760,9104546,23
KRISHANA,2026-05,50.16,3198246,6376179,18
KRISHIVAL,2026-03,86.55,8598,9934,2
KRISHIVAL,2026-04,84.31,116171,137789,23
KRISHIVAL,2026-05,82.97,111130,133948,18
KRISHNADEF,2026-03,37.69,105042,278694,2
KRISHNADEF,2026-04,39.6,1054259,2662337,23
KRISHNADEF,2026-05,39.84,1370663,3440237,18
KRITI,2026-03,44.01,199834,454114,2
KRITI,2026-04,49.5,698730,1411446,23
KRITI,2026-05,40.31,406674,1008811,4
KRITIKA,2026-03,69.58,781088,1122618,2
KRITIKA,2026-04,67.28,4338218,6448386,23
KRITIKA,2026-05,71.29,2153695,3021126,18
KRITINUT,2026-03,84.31,298460,353994,2
KRITINUT,2026-04,42.69,762654,1786388,16
KRN,2026-03,27.08,219590,810752,2
KRN,2026-04,22.92,7201514,31420791,23
KRN,2026-05,29.53,2361251,7997238,11
KRONOX,2026-03,53.46,168226,314674,2
KRONOX,2026-04,47.0,774905,1648883,23
KRONOX,2026-05,54.06,466325,862537,18
KROSS,2026-03,45.61,289760,635284,2
KROSS,2026-04,35.52,2902211,8171667,23
KROSS,2026-05,14.65,5412463,36934730,18
KRSNAA,2026-03,64.94,157340,242296,2
KRSNAA,2026-04,55.52,566364,1020093,23
KRSNAA,2026-05,54.16,998439,1843481,18
KRYSTAL,2026-03,51.95,25326,48752,2
KRYSTAL,2026-04,12.18,451770,3710252,23
KRYSTAL,2026-05,43.04,367421,853709,18
KSB,2026-03,40.72,273428,671438,2
KSB,2026-04,53.19,5279034,9925357,23
KSB,2026-05,49.92,1886917,3779848,18
KSCL,2026-03,53.24,245776,461650,2
KSCL,2026-04,52.84,2317586,4385785,23
KSCL,2026-05,43.41,967294,2228358,18
KSHINTL,2026-03,38.18,111212,291256,2
KSHINTL,2026-04,42.03,4462271,10617819,23
KSHINTL,2026-05,29.73,3812001,12822361,18
KSL,2026-03,45.23,86924,192202,2
KSL,2026-04,54.64,821445,1503328,23
KSL,2026-05,53.1,589064,1109436,18
KSOLVES,2026-03,58.55,107014,182782,2
KSOLVES,2026-04,34.42,887300,2577972,23
KSOLVES,2026-05,29.32,525970,1793603,18
KTKBANK,2026-03,35.86,1859760,5186830,2
KTKBANK,2026-04,46.38,38077835,82092284,23
KTKBANK,2026-05,38.64,22881521,59221310,18
KUANTUM,2026-03,57.05,278974,488984,2
KUANTUM,2026-04,59.58,1445850,2426597,23
KUANTUM,2026-05,62.49,914994,1464314,18
KWIL,2026-03,52.44,12804542,24416614,2
KWIL,2026-04,47.07,107159365,227677363,23
KWIL,2026-05,48.1,101855463,211764584,18
LAGNAM,2026-03,89.28,28396,31806,2
LAGNAM,2026-04,72.29,225236,311556,23
LAGNAM,2026-05,71.86,236431,328997,18
LAHOTIOV,2026-04,62.94,269318,427920,10
LAHOTIOV,2026-05,47.07,189105,401730,18
LAL,2026-03,83.52,284182,340246,2
LAL,2026-04,72.11,1109228,1538323,23
LAL,2026-05,72.31,529403,732125,18
LALPATHLAB,2026-03,55.01,573348,1042250,2
LALPATHLAB,2026-04,66.15,4740826,7166738,23
LALPATHLAB,2026-05,32.51,5282476,16250652,18
LAMBODHARA,2026-03,81.1,26202,32310,2
LAMBODHARA,2026-04,55.65,169987,305431,23
LAMBODHARA,2026-05,63.05,132010,209382,18
LANCORHOL,2026-05,79.22,288944,364753,7
LANDMARK,2026-03,61.85,103722,167704,2
LANDMARK,2026-04,39.42,477274,1210711,23
LANDMARK,2026-05,48.52,1354901,2792263,18
LANDSMILL,2026-04,60.87,65960764,108370404,22
LANDSMILL,2026-05,56.86,43220985,76017037,18
LAOPALA,2026-03,57.28,170654,297952,2
LAOPALA,2026-04,60.08,1745465,2905460,23
LAOPALA,2026-05,54.44,775495,1424490,18
LASA,2026-03,61.9,119634,193258,2
LASA,2026-04,76.42,265940,347989,12
LASA,2026-05,85.09,143615,168772,7
LATENTVIEW,2026-03,46.46,647828,1394250,2
LATENTVIEW,2026-04,9.91,17081760,172371723,23
LATENTVIEW,2026-05,23.92,6779094,28341644,18
LATTEYS,2026-03,64.73,225686,348634,2
LATTEYS,2026-04,71.48,762939,1067275,23
LATTEYS,2026-05,49.29,1698691,3446623,9
LAURUSLABS,2026-03,48.32,1465938,3034028,2
LAURUSLABS,2026-04,47.52,19480149,40989766,23
LAURUSLABS,2026-05,51.96,23656427,45528176,18
LAXMICOT,2026-05,81.88,37774,46134,3
LAXMIDENTL,2026-03,53.14,247404,465602,2
LAXMIDENTL,2026-04,39.06,1855366,4749792,23
LAXMIDENTL,2026-05,19.48,2350270,12062063,18
LAXMIINDIA,2026-03,59.63,307510,515668,2
LAXMIINDIA,2026-04,43.17,3604966,8350812,23
LAXMIINDIA,2026-05,45.46,2191854,4821288,6
LCCINFOTEC,2026-05,74.96,163768,218478,2
LEMERITE,2026-03,62.3,96094,154254,2
LEMERITE,2026-04,59.09,601836,1018581,23
LEMERITE,2026-05,46.59,2468559,5297966,18
LEMONTREE,2026-03,48.05,4596276,9566490,2
LEMONTREE,2026-04,23.53,47556786,202101558,23
LEMONTREE,2026-05,49.23,21391869,43456795,18
LENSKART,2026-03,48.93,1698306,3471190,2
LENSKART,2026-04,52.43,28327595,54024932,23
LENSKART,2026-05,54.55,105566551,193538106,18
LEXUS,2026-05,84.48,109429,129528,7
LFIC,2026-03,68.62,5284,7700,2
LFIC,2026-04,28.28,93454,330426,23
LFIC,2026-05,42.51,60763,142949,18
LGBBROSLTD,2026-03,52.6,23522,44718,2
LGBBROSLTD,2026-04,50.24,446819,889347,23
LGBBROSLTD,2026-05,52.84,357299,676167,18
LGEINDIA,2026-03,53.06,1388196,2616254,2
LGEINDIA,2026-04,54.85,13045568,23785171,23
LGEINDIA,2026-05,57.51,6383801,11100487,18
LGHL,2026-03,9.62,5126,53296,2
LGHL,2026-04,17.57,97950,557548,23
LGHL,2026-05,20.27,105931,522582,18
LIBAS,2026-03,61.96,491294,792860,2
LIBAS,2026-04,68.97,795894,1153891,23
LIBAS,2026-05,78.12,505259,646763,18
LIBERTSHOE,2026-03,64.72,53830,83176,2
LIBERTSHOE,2026-04,36.66,345050,941210,23
